CourseId,Subject,Number,Title,Class Units,Description,Topic,seeAlso,Outline
4790,CLAS,391,Intermediate Latin I: Prose,3,"Prose works of authors such as Caesar, Cornelius Nepos, Cicero and Pliny are read in the original Latin text. Attention is given to further study of grammatical and syntactical structures of the language.",,,
4790,CLAS,391,Intermediate Latin I: Prose,3,"Prose works of authors such as Caesar, Cornelius Nepos, Cicero and Pliny are read in the original Latin text. Attention is given to further study of grammatical and syntactical structures of the language.",,,
4791,CLAS,392,Intermediate Latin II: Poetry,3,"Selected works of the Roman poets are read in the original Latin text, with emphasis on Catullus, Ovid, Martial and Petronius. Attention is given to further study of grammatical and syntactical structures of the language.",,,
48776,PHIL,316,Intermediate Logic,3,"This course is intended for students who are interested in extending their knowledge of logic beyond what is taught in an introductory course. Topics may include metatheory, computability, alternative logics or modal logics.

NOTE: Students who have received credit for PHIL 314 or 315 may not take this course for credit.",,,
47330,PHIL,315,Intermediate Logic:  Themes and Problems,3,Please see Undergraduate Calendar,,,
7188,ECON,303,Intermediate Macroeconomic Theory I,3,"The course introduces basic aggregative models to explore different theories on the determination of national income, interest rates and exchange rates. Topics covered include the definitions and measurements of indicators of economic activity; the components of aggregate supply and aggregate demand; the supply and demand for money; and the dynamics of national debt and deficit. The role of macroeconomic policy, such as fiscal and monetary policy, is also examined.",,,
7188,ECON,303,Intermediate Macroeconomic Theory I,3,"The course introduces basic aggregative models to explore different theories on the determination of national income, interest rates and exchange rates. Topics covered include the definitions and measurements of indicators of economic activity; the components of aggregate supply and aggregate demand; the supply and demand for money; and the dynamics of national debt and deficit. The role of macroeconomic policy, such as fiscal and monetary policy, is also examined.",,,
7190,ECON,304,Intermediate Macroeconomic Theory II,3,"This course builds on the concepts developed in ECON 303 by introducing additional features to the basic models, such as the formation of expectations and attributes of the labour market, and then using these models to explore different theories concerning the determination and the evolution of major aggregate variables, economic growth and business cycles. The role of macroeconomic policy, with an emphasis on Canada, is also examined.",,,
7190,ECON,304,Intermediate Macroeconomic Theory II,3,"This course builds on the concepts developed in ECON 303 by introducing additional features to the basic models, such as the formation of expectations and attributes of the labour market, and then using these models to explore different theories concerning the determination and the evolution of major aggregate variables, economic growth and business cycles. The role of macroeconomic policy, with an emphasis on Canada, is also examined.",,,
7184,ECON,301,Intermediate Microeconomic Theory I,3,"Theory and measurement of demand, theory of consumer behaviour, production, theory of the firm, and cost and revenue analysis.

Prerequisite: ECON 201, 203; MATH 203 or 209 or equivalent.",,,
7184,ECON,301,Intermediate Microeconomic Theory I,3,"Theory and measurement of demand, theory of consumer behaviour, production, theory of the firm, and cost and revenue analysis.

Prerequisite: ECON 201, 203; MATH 203 or 209 or equivalent.",,,
7185,ECON,302,Intermediate Microeconomic Theory II,3,"Market structures (perfect competition, monopoly, oligopoly), industrial concentration, factor markets, income distribution, economic efficiency, general equilibrium, welfare economics.",,,
7185,ECON,302,Intermediate Microeconomic Theory II,3,"Market structures (perfect competition, monopoly, oligopoly), industrial concentration, factor markets, income distribution, economic efficiency, general equilibrium, welfare economics.",,,
25282,MCHI,250,Intermediate Modern Chinese II,3,"This course is a continuation of MCHI 240. It prepares intermediate language students in diverse aspects of reading, writing, and conversation. In addition to improving listening comprehension and speaking skills, this course places increased emphasis on reading and writing.
Prerequisite: MCHI 240 or equivalent.
NOTE: Students who have received credit for this topic under an MCHI 398 number may not take this course for credit.



",,,
